,Poste,Secteurs,nombre de postes,date publication,date de debut,lieux,contrats,description de profil,formations,Expérience professionnelle,langues,competences spécifiques
1607,  Conducteur Des Travaux Génie Civil,non spécifié,1,08/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1608,  Technicien De Viabilité Avec Permis B,non spécifié,1,08/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1609,  Réceptionniste/night Auditeur (H),non spécifié,1,08/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1610,  Technicien En Réseau Informatique Ou Technicien En Digital Marketing,non spécifié,2,08/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1611,  CONCIERGES,non spécifié,2,08/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1612,  Technicien En Irrigation,non spécifié,1,08/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1613,  VENDEUR,non spécifié,1,08/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1614,  COMPTABLE AYANT UN DIPLOME DE TECHNICIEN/ TECHNICIEN SPECIALISE OU LICENCE EN GESTION RESIDANT A BIOUGRA .,non spécifié,1,08/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1615,  Livreur Commercial,non spécifié,2,08/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1616,   Opérateur De Maintenance Sur Installation Industrielle,non spécifié,100,08/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1617,  Technicien Informatique,non spécifié,1,07/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1618,  1 Assistante Dentaire,non spécifié,1,07/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1619,  Assistante Administrative,non spécifié,1,07/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1620,  TECHNICIEN DE MAINTENANCE,non spécifié,1,07/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1621,  Chargé De Clientèle,non spécifié,4,07/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1622,  Employé De Libre Service,non spécifié,10,07/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1623,  Ingénieur Test Et Commissioning BMS,non spécifié,1,07/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1624,  Aide Commercial,non spécifié,6,07/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1625,  Agent De Développement Micro-crédit,non spécifié,1,07/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1626,  Prof économie Lycée,non spécifié,1,07/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1627,  -CONSEILLER DE VENTE LUMINAIRE / ELECTRICITE -AGENT SERVICE APRES VENTE,non spécifié,2,07/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1628,  Commercial Sédentaire,non spécifié,5,07/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1629,  Contrôleur De Qualité,non spécifié,1,07/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1630,  OPERATRICES,non spécifié,20,07/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1631,  Ingénieur Chargé D’affaires,non spécifié,1,07/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1632,  CONDUCTEUR DES TRAVAUX GENIE CIVIL,non spécifié,1,06/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1633,   1 CHEF DE CHANTIER REDIGER UNE PARTIE OU LA TOTALITE DES TRAVAUX INSTALLATION-COORDINATION-ORGANISATION TRAVAUX DE GENIE CIVIL,non spécifié,1,06/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1634,  CONDUCTEUR DES TRAVAUX GENIE CIVIL,non spécifié,1,06/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1635,  Cadre Technique D'hygiène Et Sécurité,non spécifié,1,06/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1636,  Chargée D'accueil,non spécifié,1,06/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1637,  Enseignant De La Langue Française,non spécifié,1,06/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1638,  Journaliste Envoyé Spécial,non spécifié,1,06/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1639,  Conseiller Immobilier-Manager,non spécifié,2,06/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1640,   Téléconseiller,non spécifié,6,06/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1641,  On Cherche Un Comptable Confirmé,non spécifié,1,06/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1642,   Employé De Libre Service,non spécifié,40,06/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1643,   Commercial/Commerciale,non spécifié,2,06/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1644,  Professeurs,non spécifié,3,05/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1645,"  Technicien En Anatomie Pathologique ""Analyse D'Anapath""",non spécifié,1,05/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1646,   Développeur Informaticien (F). Bac+2 En Développement Ou Réseaux Infques,non spécifié,1,05/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1647,  Vendeuse En Pharmacie,non spécifié,1,05/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1648,  CONSEILLER COMMERCIAL,non spécifié,6,05/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1649,  TECHNICIEN DE MAINTENANCE DE MACHINES DE CONFECTION,non spécifié,1,05/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1650,  COMMERCIAL (H),non spécifié,3,05/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1651,  Responsable Marketing Digital (RMD),non spécifié,1,05/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1652,  Aide Dentaire,non spécifié,2,05/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1653,  Teleconseiller Francophone,non spécifié,40,05/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1654,   Ingénieur D'études Techniques Du Bâtiment Et Des Travaux Publics,non spécifié,1,05/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1655,   Eléctronicien De Maintenance,non spécifié,1,05/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1656,   Employé De Gestion Administrative,non spécifié,1,05/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1657,  ENSEIGNANTE DE FRANçAIS,non spécifié,1,05/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1658,  INGENIEUR PROCESS,non spécifié,1,05/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1659,  ASSISTANTE DE DIRECTION,non spécifié,1,04/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1660,  COMPTABLE,non spécifié,1,04/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1661,   Employé De Banque Débutant,non spécifié,80,04/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1662,  Agents De Securité Anglophones,non spécifié,30,04/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1663,  Agent De Sécurité Et De Surveillance,non spécifié,100,04/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1664,  AIDE COMPTABLE,non spécifié,1,04/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1665,  Garde Barrière / Opérateur De Sécurisation Des Chantiers,non spécifié,16,04/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1666,  ON CHERCHE DES INFOGRAPHISTES,non spécifié,1,04/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1667,  Agent De Sécurité Et De Surveillance Anglophone Très Bon Niveau En Anglais Bonne Présentation 23 Ans Et Plus,non spécifié,25,04/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1668,   Ouvrier De Fabrication De Chocolateries Et De Confiserie,non spécifié,100,04/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1669,  INGENIEURS GENIE INDUSTRIEL.,non spécifié,5,04/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1670,  Aide Comptable,non spécifié,1,04/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1671,  Assistante Administrative,non spécifié,1,01/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1672,  INTEGRATEUR WEB,non spécifié,1,01/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1673,  Opérateur De Production De L' Industrie Automobile,non spécifié,50,01/09/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1674,  2 Opérateurs De Maintenance Sur Installation Industrielle,non spécifié,2,31/08/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1675,  HOTE(SSE) DE CAISSE,non spécifié,5,31/08/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1676,   Vendeur/Vendeuse,non spécifié,3,31/08/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1677,   Animateur De Vente,non spécifié,3,31/08/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1678,  Assistante Commerciale,non spécifié,1,31/08/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1679,  Employé Polyvalent De Patisserie,non spécifié,5,31/08/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1680,  OPERATEURS DE PRODUCTION,non spécifié,10,31/08/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
1681,   Employé De Gestion Administrative,non spécifié,2,31/08/2023,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié,non spécifié
